39.349	-8.397	1.7236E-01	3
39.347	-8.342	1.7026E-01	3
39.346	-8.288	1.7019E-01	3
39.337	-8.622	1.9117E-01	0
39.335	-8.567	2.0206E-01	3
39.334	-8.511	2.0112E-01	3
39.332	-8.454	1.7923E-01	3
39.331	-8.398	1.7241E-01	3
39.329	-8.344	1.7378E-01	3
39.328	-8.289	1.7202E-01	3
39.319	-8.623	1.9587E-01	3
39.317	-8.568	2.0131E-01	3
39.316	-8.512	1.9625E-01	3
39.314	-8.455	1.7993E-01	3
39.313	-8.400	1.7874E-01	3
39.311	-8.344	1.7455E-01	3
39.310	-8.289	1.7214E-01	3
39.350	-8.402	1.7321E-01	3
39.348	-8.348	1.7092E-01	3
39.346	-8.294	1.7058E-01	3
39.339	-8.628	1.9124E-01	3
39.337	-8.572	2.0133E-01	3
39.335	-8.517	2.0210E-01	3
39.334	-8.460	1.8145E-01	3
39.332	-8.404	1.7235E-01	3
39.330	-8.350	1.7417E-01	3
39.328	-8.295	1.7274E-01	3
39.321	-8.628	1.9515E-01	0
39.319	-8.573	2.0092E-01	3
39.317	-8.517	1.9756E-01	3
39.316	-8.461	1.8117E-01	3
39.314	-8.406	1.7894E-01	3
39.312	-8.350	1.7435E-01	3
39.310	-8.295	1.7253E-01	3
39.303	-8.629	1.9489E-01	3
39.301	-8.574	1.9847E-01	3
39.299	-8.517	1.9079E-01	3
39.298	-8.460	1.7415E-01	3
39.296	-8.405	1.7696E-01	3
39.294	-8.350	1.7952E-01	3
39.293	-8.296	1.7290E-01	3
39.284	-8.630	1.9624E-01	3
39.283	-8.574	1.9819E-01	3
39.281	-8.518	1.8383E-01	3
39.280	-8.460	1.7354E-01	3
39.278	-8.405	1.7406E-01	3
39.276	-8.351	1.7329E-01	3
39.275	-8.296	1.7328E-01	3
39.266	-8.631	1.9917E-01	3
39.265	-8.575	2.0223E-01	3
39.263	-8.518	1.8250E-01	3
39.262	-8.461	1.7810E-01	3
39.260	-8.406	1.7739E-01	3
39.259	-8.352	1.7549E-01	3
39.257	-8.297	1.7581E-01	3
39.248	-8.632	1.9568E-01	3
39.247	-8.575	1.9684E-01	3
39.245	-8.518	1.8111E-01	3
39.244	-8.462	1.7521E-01	3
39.242	-8.407	1.7698E-01	3
39.241	-8.353	1.7534E-01	3
39.239	-8.298	1.7180E-01	3
39.230	-8.632	1.9703E-01	3
39.229	-8.576	1.8863E-01	3
39.227	-8.519	1.7926E-01	3
39.226	-8.463	1.7815E-01	3
39.224	-8.408	1.7729E-01	3
39.223	-8.353	1.7519E-01	3
39.221	-8.300	1.7512E-01	3
39.305	-8.638	1.9423E-01	3
39.303	-8.582	1.9933E-01	3
39.301	-8.526	1.9466E-01	2
39.299	-8.469	1.7539E-01	3
39.297	-8.414	1.7625E-01	3
39.295	-8.358	1.8128E-01	3
39.293	-8.304	1.7356E-01	3
39.291	-8.250	1.7211E-01	3
39.287	-8.638	1.9618E-01	3
39.285	-8.583	1.9976E-01	3
39.283	-8.526	1.8743E-01	3
39.281	-8.469	1.7518E-01	3
39.279	-8.413	1.7506E-01	3
39.278	-8.359	1.7433E-01	3
39.276	-8.305	1.7504E-01	3
39.274	-8.251	1.7190E-01	3
39.269	-8.639	1.9793E-01	3
39.267	-8.583	2.0354E-01	3
39.265	-8.526	1.8551E-01	3
39.263	-8.470	1.7852E-01	3
39.262	-8.414	1.7916E-01	3
39.260	-8.360	1.7575E-01	3
39.258	-8.306	1.7764E-01	3
39.256	-8.252	1.7379E-01	3
39.251	-8.640	1.9640E-01	3
39.249	-8.583	2.0018E-01	3
39.247	-8.526	1.8486E-01	3
39.245	-8.470	1.7614E-01	3
39.244	-8.415	1.7823E-01	3
39.242	-8.361	1.7671E-01	3
39.240	-8.306	1.7337E-01	3
39.238	-8.253	1.7234E-01	3
39.233	-8.641	1.9712E-01	0
39.231	-8.584	1.9003E-01	3
39.229	-8.527	1.8072E-01	3
39.227	-8.471	1.7822E-01	3
39.226	-8.416	1.7756E-01	3
39.224	-8.362	1.7572E-01	3
39.222	-8.308	1.7533E-01	3
39.221	-8.254	1.7376E-01	3
39.214	-8.641	2.0765E-01	3
39.213	-8.584	1.9924E-01	3
39.211	-8.527	1.8148E-01	3
39.210	-8.472	1.7879E-01	3
39.208	-8.417	1.7780E-01	3
39.206	-8.362	1.7526E-01	3
39.204	-8.308	1.7623E-01	3
39.203	-8.254	1.7269E-01	3
39.196	-8.642	2.0690E-01	3
39.195	-8.585	2.0446E-01	3
39.193	-8.528	1.8866E-01	3
39.192	-8.473	1.7995E-01	3
39.190	-8.418	1.7896E-01	3
39.188	-8.363	1.7570E-01	3
39.187	-8.309	1.7373E-01	3
39.185	-8.255	1.7346E-01	3
39.178	-8.642	1.9928E-01	3
39.177	-8.585	2.0136E-01	3
39.175	-8.529	1.8766E-01	3
39.174	-8.474	1.8196E-01	3
39.172	-8.418	1.7693E-01	3
39.170	-8.364	1.7699E-01	3
39.169	-8.309	1.7338E-01	3
39.167	-8.256	1.7586E-01	3
39.160	-8.643	2.0064E-01	3
39.159	-8.585	1.8811E-01	3
39.157	-8.530	1.9275E-01	3
39.156	-8.474	1.7788E-01	3
39.154	-8.419	1.7547E-01	3
39.153	-8.364	1.7579E-01	3
39.151	-8.310	1.7225E-01	3
39.150	-8.257	1.7436E-01	3
39.142	-8.643	2.0167E-01	3
39.141	-8.585	1.8384E-01	3
39.139	-8.531	1.8520E-01	3
39.138	-8.475	1.7585E-01	3
39.136	-8.420	1.7598E-01	3
39.135	-8.365	1.7473E-01	3
39.133	-8.311	1.7119E-01	3
39.132	-8.257	1.7440E-01	3
39.217	-8.647	2.0673E-01	3
39.215	-8.590	2.0121E-01	3
39.213	-8.533	1.8318E-01	3
39.211	-8.478	1.7951E-01	3
39.209	-8.423	1.7871E-01	3
39.207	-8.368	1.7637E-01	3
39.205	-8.314	1.7656E-01	3
39.203	-8.260	1.7335E-01	3
39.198	-8.647	2.0632E-01	3
39.196	-8.590	2.0551E-01	3
39.195	-8.533	1.9004E-01	3
39.193	-8.478	1.8021E-01	3
39.191	-8.424	1.7948E-01	3
39.189	-8.369	1.7661E-01	3
39.187	-8.315	1.7419E-01	3
39.185	-8.260	1.7366E-01	3
39.180	-8.648	1.9994E-01	3
39.178	-8.590	2.0293E-01	3
39.177	-8.534	1.8897E-01	3
39.175	-8.480	1.8353E-01	3
39.173	-8.424	1.7837E-01	3
39.171	-8.369	1.7823E-01	3
39.169	-8.315	1.7410E-01	3
39.167	-8.261	1.7599E-01	3
39.162	-8.648	2.0149E-01	3
39.160	-8.591	1.8995E-01	3
39.159	-8.535	1.9366E-01	3
39.157	-8.479	1.8011E-01	3
39.155	-8.424	1.7606E-01	3
