38.356	-8.256	5.50E-02	2
38.354	-8.275	1.14E-01	2
38.352	-8.293	6.00E-02	2
38.351	-8.312	6.10E-02	1
38.367	-8.258	5.90E-02	2
38.365	-8.276	5.00E-02	3
38.364	-8.295	5.50E-02	2
38.362	-8.313	6.50E-02	3
38.360	-8.332	4.30E-02	2
38.358	-8.351	6.70E-02	1
38.357	-8.369	9.80E-02	2
38.355	-8.387	5.30E-02	2
38.353	-8.406	4.80E-02	2
38.351	-8.424	5.50E-02	2
38.378	-8.260	5.40E-02	2
38.377	-8.278	5.30E-02	1
38.375	-8.297	8.60E-02	2
38.373	-8.315	6.60E-02	1
38.371	-8.334	8.30E-02	2
38.370	-8.352	5.50E-02	1
38.368	-8.371	5.70E-02	2
38.366	-8.389	6.30E-02	1
38.364	-8.408	5.70E-02	2
38.363	-8.426	5.10E-02	1
38.361	-8.444	4.50E-02	2
38.359	-8.462	5.00E-02	1
38.357	-8.480	5.60E-02	2
38.356	-8.498	5.20E-02	1
38.354	-8.516	5.90E-02	2
38.352	-8.534	6.30E-02	1
38.350	-8.552	7.10E-02	2
38.390	-8.261	7.80E-02	2
38.388	-8.280	1.71E-01	3
38.386	-8.298	1.32E-01	2
38.384	-8.317	5.40E-02	3
38.383	-8.335	5.50E-02	2
38.381	-8.354	5.40E-02	3
38.379	-8.373	5.90E-02	2
38.377	-8.391	6.00E-02	3
38.376	-8.409	4.60E-02	2
38.374	-8.427	5.00E-02	3
38.372	-8.446	4.90E-02	2
38.370	-8.463	4.80E-02	2
38.369	-8.481	5.40E-02	2
38.367	-8.500	5.90E-02	2
38.365	-8.518	6.20E-02	2
38.363	-8.536	5.80E-02	2
38.362	-8.554	6.80E-02	2
38.360	-8.572	7.10E-02	2
38.358	-8.590	7.00E-02	2
38.356	-8.608	7.40E-02	2
38.355	-8.626	6.80E-02	2
38.353	-8.644	6.90E-02	2
38.351	-8.661	7.00E-02	2
38.401	-8.263	5.40E-02	2
38.399	-8.281	4.70E-02	1
38.398	-8.300	7.70E-02	2
38.396	-8.318	1.06E-01	1
38.394	-8.337	5.80E-02	2
38.392	-8.356	8.20E-02	1
38.390	-8.374	5.70E-02	2
38.389	-8.392	5.40E-02	1
38.387	-8.411	4.80E-02	2
38.385	-8.429	5.30E-02	1
38.383	-8.447	5.10E-02	2
38.382	-8.465	5.20E-02	2
38.380	-8.483	6.00E-02	2
38.378	-8.502	7.90E-02	1
38.376	-8.520	7.50E-02	2
38.374	-8.537	5.60E-02	1
38.373	-8.556	8.10E-02	2
38.371	-8.574	7.30E-02	1
38.369	-8.592	6.90E-02	2
38.367	-8.609	7.30E-02	1
38.366	-8.627	7.00E-02	2
38.364	-8.645	6.40E-02	2
38.362	-8.663	1.17E-01	2
38.360	-8.681	1.29E-01	2
38.359	-8.698	9.80E-02	2
38.357	-8.716	9.30E-02	2
38.355	-8.733	9.30E-02	2
38.353	-8.751	8.50E-02	2
38.352	-8.768	7.10E-02	2
38.389	-8.268	1.13E-01	2
38.387	-8.286	1.74E-01	3
38.386	-8.305	6.40E-02	2
38.384	-8.324	5.40E-02	0
38.382	-8.342	5.40E-02	2
38.381	-8.361	5.40E-02	0
38.379	-8.379	6.30E-02	2
38.377	-8.398	5.40E-02	0
38.376	-8.416	4.50E-02	2
38.374	-8.434	5.30E-02	0
38.372	-8.452	4.60E-02	2
38.371	-8.470	5.30E-02	0
38.369	-8.488	5.70E-02	2
38.367	-8.507	6.50E-02	0
38.366	-8.525	6.00E-02	2
38.364	-8.543	6.00E-02	0
38.362	-8.561	7.20E-02	2
38.361	-8.579	7.00E-02	0
38.359	-8.597	7.50E-02	2
38.357	-8.615	7.20E-02	0
38.356	-8.633	6.90E-02	2
38.354	-8.651	7.00E-02	0
38.353	-8.668	8.10E-02	2
38.351	-8.686	8.10E-02	0
38.402	-8.251	5.40E-02	1
38.400	-8.270	5.00E-02	2
38.399	-8.288	4.80E-02	1
38.397	-8.307	9.90E-02	2
38.395	-8.325	6.20E-02	1
38.394	-8.344	5.70E-02	2
38.392	-8.363	9.70E-02	1
38.390	-8.381	5.10E-02	2
38.389	-8.399	5.30E-02	1
38.387	-8.417	4.80E-02	2
38.385	-8.436	5.60E-02	1
38.384	-8.454	4.80E-02	2
38.382	-8.472	5.40E-02	1
38.380	-8.491	6.60E-02	2
38.379	-8.509	7.80E-02	1
38.377	-8.526	6.80E-02	2
38.375	-8.544	6.20E-02	1
38.374	-8.563	7.70E-02	2
38.372	-8.581	7.20E-02	2
38.370	-8.599	7.40E-02	2
38.369	-8.617	7.40E-02	2
38.367	-8.634	6.60E-02	2
38.365	-8.652	8.70E-02	2
38.364	-8.670	1.40E-01	2
38.362	-8.688	1.24E-01	2
38.360	-8.705	8.70E-02	2
38.359	-8.723	8.40E-02	2
38.357	-8.740	8.50E-02	2
38.355	-8.758	7.60E-02	2
38.354	-8.775	6.70E-02	2
38.352	-8.793	6.00E-02	1
38.350	-8.810	1.70E-02	2
38.413	-8.253	4.30E-02	0
38.412	-8.271	5.80E-02	2
38.410	-8.290	5.70E-02	0
38.408	-8.308	9.70E-02	2
38.407	-8.327	7.70E-02	0
38.405	-8.345	1.05E-01	2
38.403	-8.364	9.60E-02	0
38.401	-8.383	5.00E-02	2
38.400	-8.401	4.00E-02	0
38.398	-8.419	4.80E-02	2
38.396	-8.437	4.10E-02	0
38.395	-8.455	5.40E-02	2
38.393	-8.474	5.30E-02	0
38.391	-8.492	5.50E-02	2
38.390	-8.510	7.20E-02	0
38.388	-8.528	5.60E-02	2
38.386	-8.546	5.10E-02	0
38.385	-8.564	7.90E-02	2
38.383	-8.582	7.30E-02	0
38.381	-8.600	6.90E-02	2
38.380	-8.618	7.30E-02	0
38.378	-8.636	6.60E-02	2
38.376	-8.654	1.05E-01	0
38.375	-8.672	1.24E-01	2
38.373	-8.689	1.17E-01	0
38.371	-8.707	9.30E-02	2
38.370	-8.725	8.80E-02	0
38.368	-8.742	8.30E-02	2
38.366	-8.760	7.80E-02	0
38.365	-8.777	6.40E-02	2
